




;;aanstipte;;NLVerb;
;;aanstond;;NLVerb;
;;aanstoot;;NLRelCon;
;;aanstootgevende;;NLAttradj;
;;aanstootte;;NLVerb;
;;aanstormende;;NLAttradj;
;;aanstoven;;NLVerb;NLInf;
;;aansturen;;NLVerb;NLInf;
;;aanstuurde;;NLVerb;
;;aanstuurden;;NLVerb;
;;aanstuurt;;NLVerb;
;;aantast;;NLVerb;
;;aantasten;;NLVerb;NLInf;
;;aantastte;;NLVerb;
;;aantastten;;NLVerb;
;;aanteken;;NLVerb;
;;aantekende;;NLVerb;
;;aantekenen;;NLVerb;NLInf;
;;aantekent;;NLVerb;
;;aantikken;;NLVerb;NLInf;
;;aantikt;;NLVerb;
;;aantikte;;NLVerb;
;;aantonen;;NLVerb;NLInf;
;;aantoonbare;;NLAttradj
;;aantoonde;;NLVerb;
;;aantoonden;;NLVerb;
;;aantoont;;NLVerb;
;;aantrad;;NLVerb;
;;aantraden;;NLVerb;
;;aantrapte;;NLVerb;
;;aantreden;;NLVerb;NLInf;
;;aantreedt;;NLVerb;
;;aantref;;NLVerb;
;;aantreffen;;NLVerb;NLInf;
;;aantreft;;NLVerb;
;;aantrek;;NLVerb;
;;aantrekkelijke;;NLAttradj;
;;aantrekkelijkste;;NLAttradj;
;;aantrekken;;NLVerb;NLInf;
;;aantrekkende;;NLAttradj;
;;aantrekt;;NLVerb;
;;aantrof;;NLVerb;
;;aantroffen;;NLVerb;
;;aantrok;;NLVerb;
;;aantrokken;;NLVerb;
;;aanvaar;;NLVerb;
;;aanvaard;;NLPartVerb;
;;aanvaardbare;;NLAttradj;
;;aanvaardde;;NLVerb;
;;aanvaardden;;NLVerb;
;;aanvaarde;;NLAttradj;
;;aanvaarden;;NLVerb;NLInf;
;;aanvaardt;;NLVerb;
;;aanvaart;;NLVerb;
;;aanvallen;;NLRelCon;NLInfCon;
;;aanvallende;;NLAttradj;
;;aanvalslustige;;NLAttradj;
;;aanvalt;;NLVerb;
;;aanvangen;;NLVerb;NLInf;
;;aanvangt;;NLVerb;
;;aanvankelijke;;NLAttradj;
;;aanvat;;NLVerb;
;;aanvatte;;NLVerb;
;;aanvatten;;NLVerb;NLInf;
;;aanvecht;;NLVerb;
;;aanvechtbare;;NLAttradj
;;aanvechten;;NLVerb;NLInf;
;;aanveegde;;NLVerb;
;;aanverwante;;NLAttradj;
;;aanviel;;NLVerb;
;;aanvielen;;NLVerb;
;;aanvingen;;NLVerb;
;;aanvliegen;;NLVerb;NLInf;
;;aanvloog;;NLVerb;
;;aanvluchtte;;NLVerb;
;;aanvocht;;NLVerb;
;;aanvoelde;;NLVerb;
;;aanvoelden;;NLVerb;
;;aanvoelen;;NLVerb;NLInf;
;;aanvoelende;;NLAttradj;
;;aanvoelt;;NLVerb;
;;aanvoerde;;NLVerb;
;;aanvoerden;;NLVerb;
;;aanvoeren;;NLVerb;NLInf;
;;aanvoert;;NLVerb;
;;aanvraag;;NLRelCon;
;;aanvraagt;;NLVerb;
;;aanvragen;;NLRelCon;NLInfCon;
;;aanvragende;;NLAttradj;
;;aanvriezen;;NLVerb;NLInf;
;;aanvriezende;;NLAttradj;
;;aanvroeg;;NLVerb;
;;aanvroegen;;NLVerb;
;;aanvulde;;NLVerb;
;;aanvulden;;NLVerb;
;;aanvullen;;NLVerb;NLInf;
;;aanvullende;;NLAttradj;
;;aanvult;;NLVerb;
;;aanwaaien;;NLVerb;NLInf;
;;aanwakkerde;;NLVerb;
;;aanwakkeren;;NLVerb;NLInf;
;;aanwakkert;;NLVerb;
;;aanwees;;NLVerb;
